Date,Transaction Description,Category,Amount,Type
2024-01-28,Starbucks,Food,921,Debit
2023-01-31,Hotstar,Entertainment,399,Debit
2023-06-27,Zomato,Food,2154,Debit
2024-05-06,Swiggy,Food,1509,Debit
2023-05-31,Credit Card EMI,EMI,5200,Debit
2023-02-10,Swiggy,Food,1734,Debit
2023-01-17,Uber,Transport,2041,Debit
2024-10-22,Salary,Income,42000,Credit
2023-05-24,Zomato,Food,1691,Debit
2023-07-12,Zomato,Food,1956,Debit
2024-12-24,Swiggy,Food,573,Debit
2023-01-01,Mobile Recharge,Utilities,860,Debit
2024-11-03,Amazon,Shopping,615,Debit
2024-03-28,Swiggy,Food,1657,Debit
2024-10-14,Swiggy,Food,667,Debit
2024-12-24,Swiggy,Food,348,Debit
2023-12-03,Amazon,Shopping,679,Debit
2024-07-02,Uber,Transport,1043,Debit
2023-05-07,Swiggy,Food,1493,Debit
2024-02-22,Flipkart,Shopping,1937,Debit
2023-07-18,Flipkart,Shopping,1449,Debit
2023-02-26,Zomato,Food,1977,Debit
2023-02-28,Starbucks,Food,625,Debit
2023-09-04,Starbucks,Food,1317,Debit
2023-12-24,Swiggy,Food,1576,Debit
2024-02-15,Uber,Transport,1016,Debit
2024-05-20,Uber,Transport,1298,Debit
2023-09-13,Flipkart,Shopping,801,Debit
2024-09-20,Zomato,Food,1378,Debit
2023-09-05,Ola,Transport,719,Debit
2023-11-30,Swiggy,Food,1907,Debit
2023-01-14,Starbucks,Food,466,Debit
2023-09-28,Google Drive,Cloud,260,Debit
2023-04-21,Ola,Transport,993,Debit
2024-07-14,Ola,Transport,964,Debit
2023-07-06,Starbucks,Food,606,Debit
2024-08-27,Starbucks,Food,1437,Debit
2023-01-31,Salary,Income,42000,Credit
2023-06-10,Ola,Transport,828,Debit
2023-09-05,Swiggy,Food,956,Debit
2024-02-25,Gym Membership,Fitness,1800,Debit
2024-10-23,Starbucks,Food,2078,Debit
2024-06-19,Swiggy,Food,1161,Debit
2023-08-29,Electricity Bill,Utilities,3756,Debit
2024-09-23,Zomato,Food,666,Debit
2023-08-29,Amazon Prime,Shopping,299,Debit
2024-06-21,Uber,Transport,466,Debit
2023-06-15,Uber,Transport,802,Debit
2024-05-07,Uber,Transport,2179,Debit
2024-08-23,Internet Bill,Utilities,1370,Debit
2024-05-29,Amazon,Shopping,1754,Debit
2023-01-31,Gym Membership,Fitness,1800,Debit
2024-01-05,Starbucks,Food,2021,Debit
2024-02-19,Amazon,Shopping,1686,Debit
2023-12-27,Amazon Prime,Shopping,299,Debit
2024-01-05,Starbucks,Food,2073,Debit
2024-03-05,Amazon,Shopping,733,Debit
2024-05-04,Flipkart,Shopping,1294,Debit
2024-04-12,Starbucks,Food,292,Debit
2023-01-09,Swiggy,Food,1276,Debit
2024-03-18,Amazon,Shopping,1422,Debit
2024-08-02,Starbucks,Food,1914,Debit
2024-10-09,Amazon,Shopping,1168,Debit
2024-06-06,Swiggy,Food,1661,Debit
2024-10-20,Starbucks,Food,768,Debit
2024-06-10,Uber,Transport,424,Debit
2023-10-22,Zomato,Food,1622,Debit
2024-06-23,Flipkart,Shopping,1703,Debit
2024-12-11,Ola,Transport,980,Debit
2023-09-06,Zomato,Food,1811,Debit
2024-08-21,Swiggy,Food,1809,Debit
2024-04-13,Swiggy,Food,1831,Debit
2024-10-08,Ola,Transport,1729,Debit
2023-01-26,Swiggy,Food,1438,Debit
2023-11-21,Flipkart,Shopping,1201,Debit
2024-08-27,Uber,Transport,633,Debit
2023-11-15,Amazon,Shopping,959,Debit
2024-07-16,Swiggy,Food,1111,Debit
2024-06-28,Flipkart,Shopping,1399,Debit
2024-11-21,Spotify,Music,199,Debit
2023-01-01,Spotify,Music,199,Debit
2023-02-17,Ola,Transport,590,Debit
2023-09-19,Ola,Transport,2145,Debit
2023-04-02,Ola,Transport,811,Debit
2023-04-09,Flipkart,Shopping,250,Debit
2024-02-13,Ola,Transport,270,Debit
2024-07-22,Uber,Transport,1805,Debit
2023-04-08,Amazon,Shopping,1850,Debit
2023-04-15,Flipkart,Shopping,337,Debit
2023-11-14,Ola,Transport,1578,Debit
2023-09-10,Swiggy,Food,2100,Debit
2023-12-22,Zomato,Food,564,Debit
2024-04-27,Starbucks,Food,1846,Debit
2024-03-12,Flipkart,Shopping,577,Debit
2023-04-24,Uber,Transport,1955,Debit
2023-06-11,Uber,Transport,1635,Debit
2024-12-10,Starbucks,Food,1987,Debit
2023-12-16,Starbucks,Food,1172,Debit
2023-10-02,Starbucks,Food,665,Debit
2023-02-03,Uber,Transport,1752,Debit
2024-04-16,Swiggy,Food,2020,Debit
2023-05-05,Flipkart,Shopping,332,Debit
2023-02-20,Amazon,Shopping,1125,Debit
2023-07-30,Credit Card EMI,EMI,5200,Debit
2024-09-22,Gym Membership,Fitness,1800,Debit
2024-10-04,Zomato,Food,1783,Debit
2023-07-26,Swiggy,Food,1828,Debit
2024-08-29,Ola,Transport,1639,Debit
2023-06-17,Swiggy,Food,1618,Debit
2024-05-11,Starbucks,Food,293,Debit
2023-11-27,Gym Membership,Fitness,1800,Debit
2023-06-25,Ola,Transport,1396,Debit
2023-06-21,Uber,Transport,1874,Debit
2023-10-05,Swiggy,Food,1195,Debit
2024-10-26,Uber,Transport,1640,Debit
2024-06-21,Flipkart,Shopping,743,Debit
2023-10-12,Starbucks,Food,1552,Debit
2023-06-18,Swiggy,Food,954,Debit
2024-11-13,Ola,Transport,482,Debit
2023-01-15,Ola,Transport,1707,Debit
2024-09-07,Uber,Transport,1339,Debit
2023-09-27,Flipkart,Shopping,1407,Debit
2023-07-20,Flipkart,Shopping,357,Debit
2023-07-20,Zomato,Food,1793,Debit
2023-03-26,Ola,Transport,676,Debit
2023-07-21,Starbucks,Food,1414,Debit
2024-12-22,Amazon,Shopping,1372,Debit
2024-07-25,Uber,Transport,1743,Debit
2024-07-31,Starbucks,Food,2200,Debit
2023-11-18,Uber,Transport,1814,Debit
2024-08-17,Amazon,Shopping,2092,Debit
2023-03-28,Swiggy,Food,1676,Debit
2023-07-30,Flipkart,Shopping,2181,Debit
2023-03-10,Swiggy,Food,1607,Debit
2023-11-22,Starbucks,Food,1181,Debit
2023-10-14,Flipkart,Shopping,1076,Debit
2024-08-31,Zomato,Food,882,Debit
2023-05-31,Amazon,Shopping,1200,Debit
2023-05-21,Uber,Transport,902,Debit
2023-01-16,Amazon,Shopping,1112,Debit
2024-12-18,Amazon,Shopping,1498,Debit
2023-01-02,Amazon,Shopping,1544,Debit
2023-06-18,Uber,Transport,664,Debit
2023-01-30,Amazon,Shopping,1106,Debit
2024-02-25,Online Course,Education,2499,Debit
2023-08-24,Starbucks,Food,324,Debit
2024-07-25,Amazon,Shopping,1869,Debit
2024-03-17,Amazon,Shopping,2054,Debit
2023-09-28,Hotstar,Entertainment,399,Debit
2023-12-22,Ola,Transport,961,Debit
2024-11-21,Salary,Income,42000,Credit
2023-10-13,Uber,Transport,637,Debit
2023-10-10,Zomato,Food,1944,Debit
2024-06-14,Flipkart,Shopping,368,Debit
2024-07-19,Starbucks,Food,997,Debit
2023-01-13,Uber,Transport,2005,Debit
2023-06-02,Amazon,Shopping,273,Debit
2024-09-28,Amazon,Shopping,709,Debit
2024-07-03,Flipkart,Shopping,1719,Debit
2024-12-09,Zomato,Food,1416,Debit
2023-04-28,Ola,Transport,515,Debit
2024-10-12,Zomato,Food,746,Debit
2023-06-16,Starbucks,Food,1960,Debit
2024-05-09,Amazon,Shopping,1683,Debit
2023-12-02,Swiggy,Food,1808,Debit
2023-01-19,Uber,Transport,1487,Debit
2024-01-14,Starbucks,Food,837,Debit
2024-03-26,Uber,Transport,1839,Debit
2024-01-20,Amazon,Shopping,1792,Debit
2024-01-16,Flipkart,Shopping,622,Debit
2024-04-25,Apple Music,Music,199,Debit
2023-02-15,Uber,Transport,1874,Debit
2024-05-14,Zomato,Food,425,Debit
2023-08-10,Zomato,Food,1168,Debit
2023-05-24,Swiggy,Food,433,Debit
2023-12-02,Ola,Transport,1994,Debit
2024-01-19,Flipkart,Shopping,1339,Debit
2023-11-14,Uber,Transport,625,Debit
2023-08-16,Uber,Transport,709,Debit
2024-06-06,Swiggy,Food,1854,Debit
2024-06-15,Swiggy,Food,1330,Debit
2024-06-21,Ola,Transport,1398,Debit
2024-10-28,Flipkart,Shopping,1706,Debit
2023-12-17,Zomato,Food,1898,Debit
2024-11-24,Uber,Transport,841,Debit
2023-11-11,Ola,Transport,1324,Debit
2023-11-01,Ola,Transport,366,Debit
2024-07-01,Flipkart,Shopping,809,Debit
2024-02-24,Zomato,Food,1405,Debit
2023-11-26,Starbucks,Food,1687,Debit
2023-05-08,Amazon,Shopping,840,Debit
2023-08-17,Flipkart,Shopping,1822,Debit
2023-08-13,Amazon,Shopping,1338,Debit
2024-09-30,Uber,Transport,610,Debit
2024-09-12,Flipkart,Shopping,286,Debit
2023-09-17,Starbucks,Food,1056,Debit
2023-01-25,Flipkart,Shopping,1822,Debit
2023-03-11,Flipkart,Shopping,854,Debit
2024-06-06,Starbucks,Food,1418,Debit
2024-05-03,Uber,Transport,741,Debit
2023-07-24,Amazon,Shopping,2183,Debit
2023-06-30,Mobile Recharge,Utilities,916,Debit
2023-05-29,Flipkart,Shopping,2142,Debit
2023-10-22,Ola,Transport,505,Debit
2024-04-06,Ola,Transport,922,Debit
2023-12-11,Amazon,Shopping,585,Debit
2024-03-01,Amazon,Shopping,2146,Debit
2024-04-03,Swiggy,Food,291,Debit
2024-09-17,Flipkart,Shopping,1553,Debit
2024-03-16,Starbucks,Food,1596,Debit
2024-02-05,Flipkart,Shopping,1963,Debit
2023-07-30,Personal Loan EMI,EMI,8700,Debit
2023-10-02,Ola,Transport,874,Debit
2023-02-24,Uber,Transport,1068,Debit
2023-01-14,Ola,Transport,1658,Debit
2024-01-13,Flipkart,Shopping,632,Debit
2023-09-05,Flipkart,Shopping,1705,Debit
2024-01-29,Zomato,Food,2022,Debit
2024-04-13,Uber,Transport,1038,Debit
2023-10-03,Swiggy,Food,859,Debit
2024-12-03,Swiggy,Food,1817,Debit
2023-08-29,Salary,Income,42000,Credit
2024-09-26,Uber,Transport,1504,Debit
2024-06-29,Zomato,Food,593,Debit
2023-02-17,Uber,Transport,1873,Debit
2023-04-20,Swiggy,Food,1343,Debit
2024-05-30,Zomato,Food,1339,Debit
2023-12-08,Starbucks,Food,1528,Debit
2023-03-16,Zomato,Food,704,Debit
2024-07-09,Flipkart,Shopping,1157,Debit
2023-04-29,Ola,Transport,2186,Debit
2024-06-30,Uber,Transport,805,Debit
2024-10-07,Amazon,Shopping,1002,Debit
2024-09-18,Swiggy,Food,1460,Debit
2023-03-19,Amazon,Shopping,1822,Debit
2023-04-13,Flipkart,Shopping,1635,Debit
2023-08-07,Ola,Transport,928,Debit
2024-03-07,Uber,Transport,1899,Debit
2023-10-06,Flipkart,Shopping,695,Debit
2023-08-16,Starbucks,Food,1034,Debit
2023-05-17,Uber,Transport,2046,Debit
2023-03-31,Starbucks,Food,612,Debit
2024-09-01,Ola,Transport,1591,Debit
2023-05-19,Starbucks,Food,1017,Debit
2024-02-22,Zomato,Food,491,Debit
2023-04-05,Ola,Transport,1826,Debit
2024-11-21,Swiggy,Food,1100,Debit
2024-04-19,Zomato,Food,1690,Debit
2024-03-19,Swiggy,Food,1601,Debit
2024-07-24,Mobile Recharge,Utilities,781,Debit
2024-05-17,Flipkart,Shopping,1325,Debit
2023-05-30,Amazon,Shopping,1414,Debit
2024-06-04,Ola,Transport,940,Debit
2024-07-22,Zomato,Food,1888,Debit
2023-12-19,Starbucks,Food,1945,Debit
2024-05-23,Uber,Transport,1753,Debit
2023-08-22,Swiggy,Food,1996,Debit
2024-02-29,Amazon,Shopping,600,Debit
2024-06-27,Uber,Transport,1901,Debit
2024-06-24,Online Course,Education,2499,Debit
2023-11-16,Ola,Transport,1941,Debit
2023-02-20,Swiggy,Food,974,Debit
2023-07-09,Swiggy,Food,319,Debit
2023-12-02,Swiggy,Food,869,Debit
2023-01-09,Ola,Transport,990,Debit
2023-04-10,Amazon,Shopping,1187,Debit
2023-06-06,Zomato,Food,329,Debit
2023-04-01,Internet Bill,Utilities,1503,Debit
2024-07-12,Zomato,Food,1642,Debit
2023-06-19,Zomato,Food,2007,Debit
2024-07-28,Ola,Transport,2007,Debit
2023-10-09,Flipkart,Shopping,2013,Debit
2024-08-31,Uber,Transport,1159,Debit
2023-06-10,Ola,Transport,2041,Debit
2023-04-29,Ola,Transport,1822,Debit
2023-12-06,Swiggy,Food,2134,Debit
2023-08-02,Flipkart,Shopping,677,Debit
2023-04-22,Uber,Transport,1374,Debit
2024-07-06,Ola,Transport,1693,Debit
2024-12-21,Personal Loan EMI,EMI,8700,Debit
2023-07-07,Swiggy,Food,1305,Debit
2024-10-17,Ola,Transport,2180,Debit
2024-12-21,Gym Membership,Fitness,1800,Debit
2024-01-01,Ola,Transport,780,Debit
2024-03-12,Swiggy,Food,2070,Debit
2023-05-26,Zomato,Food,948,Debit
2024-03-15,Amazon,Shopping,733,Debit
2023-09-19,Swiggy,Food,918,Debit
2023-08-08,Zomato,Food,1944,Debit
2024-06-16,Amazon,Shopping,351,Debit
2024-06-24,Netflix,Entertainment,649,Debit
2024-04-05,Ola,Transport,1313,Debit
2023-03-09,Swiggy,Food,1144,Debit
2023-05-31,Mobile Recharge,Utilities,702,Debit
2024-04-28,Starbucks,Food,581,Debit
2023-06-30,Internet Bill,Utilities,1298,Debit
2023-07-03,Swiggy,Food,288,Debit
2023-03-15,Starbucks,Food,2072,Debit
2024-09-30,Starbucks,Food,2083,Debit
2023-04-03,Swiggy,Food,1783,Debit
2023-06-24,Swiggy,Food,758,Debit
2024-12-24,Starbucks,Food,1881,Debit
2024-08-30,Swiggy,Food,2188,Debit
2024-10-06,Zomato,Food,2034,Debit
2023-05-01,Hotstar,Entertainment,399,Debit
2023-11-22,Amazon,Shopping,671,Debit
2023-10-13,Starbucks,Food,841,Debit
2023-05-31,Netflix,Entertainment,649,Debit
2024-04-18,Amazon,Shopping,1021,Debit
2023-02-03,Swiggy,Food,1416,Debit
2024-03-20,Zomato,Food,1545,Debit
2023-12-28,Starbucks,Food,1603,Debit
2024-09-04,Starbucks,Food,1229,Debit
2024-11-05,Flipkart,Shopping,256,Debit
2023-03-02,Amazon Prime,Shopping,299,Debit
2023-07-30,Amazon,Shopping,1840,Debit
2023-08-10,Zomato,Food,540,Debit
2023-04-25,Starbucks,Food,465,Debit
2024-01-18,Swiggy,Food,1262,Debit
2023-12-31,Amazon,Shopping,2018,Debit
2023-11-16,Zomato,Food,2112,Debit
2024-02-06,Amazon,Shopping,1835,Debit
2023-06-30,Flipkart,Shopping,1690,Debit
2023-10-30,Ola,Transport,2087,Debit
2023-07-30,Netflix,Entertainment,649,Debit
2023-08-27,Flipkart,Shopping,2092,Debit
2024-10-06,Ola,Transport,1544,Debit
2023-04-01,Ola,Transport,628,Debit
2023-04-02,Starbucks,Food,1988,Debit
2023-01-31,Ola,Transport,2072,Debit
2024-08-25,Starbucks,Food,1074,Debit
2024-09-01,Ola,Transport,1355,Debit
2024-06-17,Amazon,Shopping,1213,Debit
2023-10-13,Amazon,Shopping,2119,Debit
2023-12-27,Salary,Income,42000,Credit
2024-04-29,Zomato,Food,1371,Debit
2024-04-15,Amazon,Shopping,810,Debit
2023-04-20,Starbucks,Food,1629,Debit
2023-05-28,Amazon,Shopping,690,Debit
2023-01-31,Online Course,Education,2499,Debit
2024-12-21,Apple Music,Music,199,Debit
2024-01-19,Starbucks,Food,1328,Debit
2023-08-11,Starbucks,Food,1672,Debit
2024-02-01,Flipkart,Shopping,745,Debit
2024-03-26,Gym Membership,Fitness,1800,Debit
2023-10-20,Amazon,Shopping,1021,Debit
2024-03-14,Uber,Transport,1320,Debit
2024-05-21,Swiggy,Food,811,Debit
2024-06-26,Amazon,Shopping,801,Debit
2024-09-01,Flipkart,Shopping,467,Debit
2024-06-24,Apple Music,Music,199,Debit
2024-09-23,Amazon,Shopping,2107,Debit
2024-12-15,Swiggy,Food,1340,Debit
2023-06-06,Zomato,Food,699,Debit
2023-12-27,Internet Bill,Utilities,1438,Debit
2023-10-22,Amazon,Shopping,1176,Debit
2023-10-28,Electricity Bill,Utilities,2714,Debit
2023-01-16,Starbucks,Food,392,Debit
2024-10-12,Amazon,Shopping,880,Debit
2024-02-10,Swiggy,Food,1363,Debit
2023-10-06,Swiggy,Food,469,Debit
2024-02-25,Mobile Recharge,Utilities,935,Debit
2023-05-12,Starbucks,Food,1425,Debit
2023-04-05,Flipkart,Shopping,1241,Debit
2023-01-28,Zomato,Food,1799,Debit
2024-07-21,Zomato,Food,698,Debit
2023-08-25,Zomato,Food,1474,Debit
2024-12-01,Ola,Transport,873,Debit
2024-03-17,Starbucks,Food,1658,Debit
2024-10-27,Starbucks,Food,1364,Debit
2023-01-03,Ola,Transport,363,Debit
2024-11-07,Uber,Transport,1134,Debit
2024-02-28,Swiggy,Food,698,Debit
2024-11-24,Swiggy,Food,507,Debit
2023-12-06,Uber,Transport,1779,Debit
2023-06-09,Amazon,Shopping,464,Debit
2023-05-07,Amazon,Shopping,1551,Debit
2023-12-21,Swiggy,Food,1925,Debit
2023-08-29,Online Course,Education,2499,Debit
2023-11-14,Uber,Transport,2148,Debit
2024-06-30,Zomato,Food,1514,Debit
2024-06-24,Salary,Income,42000,Credit
2024-01-20,Amazon,Shopping,659,Debit
2023-10-23,Amazon,Shopping,608,Debit
2024-09-22,Hotstar,Entertainment,399,Debit
2024-09-06,Ola,Transport,1807,Debit
2024-07-02,Swiggy,Food,899,Debit
2023-05-30,Ola,Transport,528,Debit
2024-07-27,Uber,Transport,1825,Debit
2023-06-09,Swiggy,Food,1933,Debit
2024-10-22,Internet Bill,Utilities,1496,Debit
2023-05-01,Salary,Income,42000,Credit
2024-10-30,Uber,Transport,817,Debit
2024-10-29,Starbucks,Food,905,Debit
2023-05-31,Electricity Bill,Utilities,2671,Debit
2023-03-12,Zomato,Food,1676,Debit
2024-09-29,Amazon,Shopping,1484,Debit
2023-10-31,Starbucks,Food,758,Debit
2023-08-21,Swiggy,Food,401,Debit
2024-02-12,Starbucks,Food,2152,Debit
2023-06-28,Ola,Transport,826,Debit
2023-01-04,Amazon,Shopping,1939,Debit
2024-01-08,Starbucks,Food,469,Debit
2024-06-05,Swiggy,Food,1164,Debit
2023-10-14,Uber,Transport,443,Debit
2023-03-30,Swiggy,Food,276,Debit
2023-07-13,Uber,Transport,1513,Debit
2023-07-09,Ola,Transport,494,Debit
2024-05-11,Zomato,Food,1161,Debit
2024-02-25,Spotify,Music,199,Debit
2024-11-06,Zomato,Food,774,Debit
2024-03-29,Swiggy,Food,335,Debit
2023-03-23,Uber,Transport,1160,Debit
2023-04-03,Flipkart,Shopping,1946,Debit
2024-08-23,Amazon Prime,Shopping,299,Debit
2024-12-21,Electricity Bill,Utilities,3405,Debit
2024-04-20,Uber,Transport,1962,Debit
2024-11-06,Swiggy,Food,1567,Debit
2023-11-16,Zomato,Food,1661,Debit
2023-08-10,Starbucks,Food,1749,Debit
2024-09-04,Ola,Transport,685,Debit
2024-04-13,Ola,Transport,2174,Debit
2023-04-27,Flipkart,Shopping,504,Debit
2024-10-13,Amazon,Shopping,821,Debit
2024-02-14,Ola,Transport,999,Debit
2023-02-22,Swiggy,Food,1021,Debit
2023-04-06,Zomato,Food,1190,Debit
2023-04-01,Google Drive,Cloud,260,Debit
2024-02-12,Flipkart,Shopping,1422,Debit
2023-06-11,Amazon,Shopping,934,Debit
2023-09-15,Zomato,Food,2069,Debit
2024-06-20,Amazon,Shopping,1612,Debit
2023-03-13,Swiggy,Food,2182,Debit
2023-12-27,Spotify,Music,199,Debit
2024-10-04,Swiggy,Food,1636,Debit
2023-10-05,Zomato,Food,1050,Debit
2024-03-29,Flipkart,Shopping,1731,Debit
2023-10-28,Google Drive,Cloud,260,Debit
2024-10-21,Ola,Transport,1030,Debit
2023-01-10,Amazon,Shopping,1067,Debit
2023-11-07,Zomato,Food,484,Debit
2024-09-13,Zomato,Food,281,Debit
2023-09-12,Ola,Transport,1254,Debit
2024-10-22,Flipkart,Shopping,283,Debit
2023-08-25,Flipkart,Shopping,1437,Debit
2023-06-12,Swiggy,Food,929,Debit
2023-07-01,Ola,Transport,1145,Debit
2023-08-15,Flipkart,Shopping,1577,Debit
2023-11-16,Ola,Transport,2032,Debit
2023-01-15,Zomato,Food,1814,Debit
2023-02-02,Swiggy,Food,925,Debit
2024-12-25,Starbucks,Food,1883,Debit
2024-05-25,Amazon,Shopping,1173,Debit
2024-03-14,Zomato,Food,1550,Debit
2024-12-15,Swiggy,Food,893,Debit
2023-01-10,Ola,Transport,347,Debit
2023-10-21,Swiggy,Food,1351,Debit
2023-02-12,Zomato,Food,974,Debit
2024-06-24,Ola,Transport,661,Debit
2024-06-10,Flipkart,Shopping,1276,Debit
2024-06-08,Starbucks,Food,1766,Debit
2024-02-22,Starbucks,Food,1952,Debit
2024-04-25,Online Course,Education,2499,Debit
2023-02-25,Zomato,Food,1576,Debit
2023-04-29,Swiggy,Food,1372,Debit
2024-09-08,Starbucks,Food,791,Debit
2023-07-27,Zomato,Food,1046,Debit
2023-07-21,Zomato,Food,1540,Debit
2024-10-02,Swiggy,Food,631,Debit
2023-09-10,Ola,Transport,1196,Debit
2024-07-22,Ola,Transport,782,Debit
2024-02-03,Ola,Transport,462,Debit
2024-08-22,Swiggy,Food,370,Debit
2023-06-05,Ola,Transport,1824,Debit
2023-10-10,Zomato,Food,856,Debit
2024-06-24,Internet Bill,Utilities,1584,Debit
2024-07-15,Amazon,Shopping,1089,Debit
2024-03-05,Swiggy,Food,1192,Debit
2024-11-21,Ola,Transport,1861,Debit
2023-08-05,Zomato,Food,1341,Debit
2023-08-09,Starbucks,Food,1219,Debit
2024-09-21,Amazon,Shopping,935,Debit
2023-05-01,Apple Music,Music,199,Debit
2023-01-31,Uber,Transport,1033,Debit
2024-09-26,Uber,Transport,1227,Debit
2023-12-27,Swiggy,Food,935,Debit
2024-07-09,Starbucks,Food,860,Debit
2023-08-18,Ola,Transport,2047,Debit
2024-09-08,Uber,Transport,2005,Debit
2024-10-10,Starbucks,Food,1253,Debit
2023-02-08,Swiggy,Food,1242,Debit
2023-10-22,Swiggy,Food,1863,Debit
2024-12-22,Swiggy,Food,2163,Debit
2024-09-16,Zomato,Food,1644,Debit
2023-11-23,Swiggy,Food,1776,Debit
2024-12-07,Amazon,Shopping,1790,Debit
2024-08-14,Swiggy,Food,303,Debit
2023-11-27,Internet Bill,Utilities,1336,Debit
2023-02-03,Uber,Transport,1341,Debit
2023-04-01,Netflix,Entertainment,649,Debit
2023-06-19,Flipkart,Shopping,764,Debit
2023-01-11,Amazon,Shopping,1040,Debit
2023-01-23,Uber,Transport,1780,Debit
2024-10-27,Ola,Transport,1600,Debit
2024-04-22,Uber,Transport,904,Debit
2023-12-02,Starbucks,Food,1696,Debit
2024-10-08,Swiggy,Food,1608,Debit
2024-12-27,Amazon,Shopping,969,Debit
2023-08-28,Swiggy,Food,1788,Debit
2024-03-04,Starbucks,Food,1546,Debit
2023-01-21,Ola,Transport,645,Debit
2023-01-01,Hotstar,Entertainment,399,Debit
2023-06-30,Gym Membership,Fitness,1800,Debit
2024-07-03,Uber,Transport,1015,Debit
2023-10-29,Swiggy,Food,360,Debit
2023-05-16,Uber,Transport,762,Debit
2023-02-13,Starbucks,Food,1833,Debit
2024-09-26,Zomato,Food,1239,Debit
2024-11-08,Uber,Transport,2101,Debit
2024-05-12,Ola,Transport,1667,Debit
2023-12-27,Apple Music,Music,199,Debit
2024-03-28,Flipkart,Shopping,695,Debit
2023-12-13,Flipkart,Shopping,1657,Debit
2024-03-15,Amazon,Shopping,660,Debit
2023-08-09,Uber,Transport,926,Debit
2024-06-27,Zomato,Food,1065,Debit
2024-10-03,Starbucks,Food,1111,Debit
2023-03-25,Flipkart,Shopping,1670,Debit
2023-05-15,Uber,Transport,783,Debit
2024-05-08,Amazon,Shopping,443,Debit
2024-02-11,Zomato,Food,1676,Debit
2024-02-04,Swiggy,Food,429,Debit
2023-10-17,Zomato,Food,1234,Debit
2023-09-28,Flipkart,Shopping,1085,Debit
2023-10-28,Personal Loan EMI,EMI,8700,Debit
2024-01-26,Internet Bill,Utilities,1191,Debit
2024-11-05,Flipkart,Shopping,1530,Debit
2023-06-01,Amazon,Shopping,318,Debit
2024-12-15,Flipkart,Shopping,842,Debit
2024-07-24,Personal Loan EMI,EMI,8700,Debit
2024-06-19,Ola,Transport,1494,Debit
2024-05-20,Starbucks,Food,1457,Debit
2023-12-24,Ola,Transport,1562,Debit
2023-03-27,Flipkart,Shopping,2144,Debit
2024-08-23,Personal Loan EMI,EMI,8700,Debit
2024-01-23,Flipkart,Shopping,1238,Debit
2024-12-25,Starbucks,Food,669,Debit
2023-07-30,Mobile Recharge,Utilities,803,Debit
2023-05-14,Starbucks,Food,613,Debit
2023-01-07,Starbucks,Food,606,Debit
2023-10-03,Zomato,Food,839,Debit
2024-12-08,Starbucks,Food,1594,Debit
2024-10-25,Zomato,Food,1096,Debit
2024-12-21,Salary,Income,42000,Credit
2023-12-28,Flipkart,Shopping,1001,Debit
2023-06-28,Amazon,Shopping,2019,Debit
2023-10-28,Online Course,Education,2499,Debit
2024-09-14,Amazon,Shopping,2171,Debit
2024-08-03,Zomato,Food,2055,Debit
2024-07-02,Flipkart,Shopping,309,Debit
2023-11-18,Swiggy,Food,1447,Debit
2024-06-01,Ola,Transport,1591,Debit
2023-11-26,Starbucks,Food,1503,Debit
2023-09-10,Zomato,Food,567,Debit
2023-08-04,Amazon,Shopping,1967,Debit
2024-02-16,Amazon,Shopping,858,Debit
2023-03-29,Swiggy,Food,1887,Debit
2024-04-02,Ola,Transport,2099,Debit
2024-12-05,Zomato,Food,403,Debit
2023-04-19,Flipkart,Shopping,1465,Debit
2024-12-07,Swiggy,Food,2172,Debit
2024-09-22,Online Course,Education,2499,Debit
2024-12-26,Ola,Transport,1325,Debit
2024-05-13,Zomato,Food,1947,Debit
2023-10-28,Hotstar,Entertainment,399,Debit
2023-09-28,Electricity Bill,Utilities,2377,Debit
2024-03-03,Swiggy,Food,442,Debit
2024-01-23,Ola,Transport,1829,Debit
2024-04-22,Flipkart,Shopping,1747,Debit
2023-02-05,Swiggy,Food,1063,Debit
2023-11-27,Flipkart,Shopping,746,Debit
2024-05-06,Flipkart,Shopping,559,Debit
2023-01-18,Starbucks,Food,1088,Debit
2024-04-30,Zomato,Food,1307,Debit
2023-06-25,Zomato,Food,252,Debit
2024-10-11,Uber,Transport,2189,Debit
2023-09-12,Swiggy,Food,686,Debit
2023-04-30,Flipkart,Shopping,512,Debit
2023-09-16,Amazon,Shopping,1487,Debit
2024-08-02,Ola,Transport,1289,Debit
2023-06-06,Uber,Transport,373,Debit
2023-08-29,Personal Loan EMI,EMI,8700,Debit
2024-04-05,Flipkart,Shopping,1295,Debit
2024-05-21,Flipkart,Shopping,336,Debit
2024-09-01,Amazon,Shopping,1962,Debit
2024-12-07,Uber,Transport,2161,Debit
2023-10-15,Amazon,Shopping,1983,Debit
2024-05-02,Uber,Transport,343,Debit
2023-08-14,Swiggy,Food,1154,Debit
2023-11-24,Ola,Transport,761,Debit
2024-08-24,Swiggy,Food,991,Debit
2024-01-13,Flipkart,Shopping,505,Debit
2023-11-11,Ola,Transport,333,Debit
2024-04-01,Amazon,Shopping,2037,Debit
2023-11-27,Ola,Transport,2148,Debit
2023-11-06,Flipkart,Shopping,1636,Debit
2024-08-12,Ola,Transport,557,Debit
2024-11-15,Zomato,Food,794,Debit
2024-12-13,Amazon,Shopping,2098,Debit
2024-10-08,Ola,Transport,1989,Debit
