Date,Transaction Description,Category,Amount,Type
2023-06-17,Ola,Transport,738,Debit
2023-04-01,Credit Card EMI,Loan,4200,Debit
2023-08-10,Zomato,Food,1740,Debit
2024-01-06,Flipkart,Shopping,1556,Debit
2023-01-01,Uber,Transport,1749,Debit
2023-05-18,Starbucks,Food,1521,Debit
2024-05-21,Starbucks,Food,1713,Debit
2024-07-29,Flipkart,Shopping,2176,Debit
2024-01-04,Blinkit,Groceries,2282,Debit
2024-10-19,Swiggy,Food,1259,Debit
2023-01-28,Amazon,Shopping,950,Debit
2024-02-29,Uber,Transport,1127,Debit
2023-10-28,Starbucks,Food,2298,Debit
2023-12-18,Ola,Transport,2223,Debit
2023-04-07,Ola,Transport,1199,Debit
2024-08-30,Zomato,Food,1279,Debit
2024-03-07,Flipkart,Shopping,1635,Debit
2023-03-21,Flipkart,Shopping,2340,Debit
2023-07-26,Starbucks,Food,1274,Debit
2024-06-21,Starbucks,Food,1564,Debit
2024-04-18,Swiggy,Food,402,Debit
2023-04-01,Netflix,Entertainment,549,Debit
2023-10-13,Swiggy,Food,2498,Debit
2024-05-05,Starbucks,Food,1137,Debit
2024-06-13,Swiggy,Food,430,Debit
2023-09-07,Zomato,Food,1197,Debit
2024-05-27,Uber,Transport,2392,Debit
2024-01-13,Zomato,Food,612,Debit
2024-01-26,Internet Bill,Utilities,1499,Debit
2024-04-20,Uber,Transport,1912,Debit
2024-12-14,Uber,Transport,1553,Debit
2024-10-25,Ola,Transport,2328,Debit
2023-06-03,Flipkart,Shopping,1228,Debit
2024-11-06,Zomato,Food,1277,Debit
2024-04-25,Uber,Transport,1574,Debit
2023-05-22,Swiggy,Food,1175,Debit
2023-06-17,Amazon,Shopping,1819,Debit
2023-09-06,Amazon,Shopping,2457,Debit
2023-04-19,Uber,Transport,434,Debit
2023-09-04,Blinkit,Groceries,1812,Debit
2024-03-03,Blinkit,Groceries,1846,Debit
2024-09-12,Zomato,Food,1858,Debit
2024-08-07,Zomato,Food,1439,Debit
2023-05-20,Flipkart,Shopping,2068,Debit
2023-12-15,Ola,Transport,1580,Debit
2023-09-28,Starbucks,Food,1001,Debit
2024-10-13,Starbucks,Food,1191,Debit
2024-11-21,Credit Card EMI,Loan,4200,Debit
2024-02-25,Buy Now Pay Later EMI,Loan,3100,Debit
2024-05-06,Uber,Transport,960,Debit
2023-12-11,Flipkart,Shopping,1168,Debit
2024-01-05,Uber,Transport,1663,Debit
2023-11-27,Uber,Transport,540,Debit
2023-08-27,Blinkit,Groceries,1244,Debit
2023-07-20,Starbucks,Food,1005,Debit
2023-03-12,Amazon,Shopping,1431,Debit
2024-02-07,Blinkit,Groceries,1609,Debit
2024-08-23,Ola,Transport,672,Debit
2023-12-08,Swiggy,Food,1373,Debit
2024-06-04,Swiggy,Food,1993,Debit
2023-03-28,Starbucks,Food,1652,Debit
2023-06-30,Internet Bill,Utilities,1040,Debit
2023-09-08,Blinkit,Groceries,1002,Debit
2024-12-21,Amazon Prime,Shopping,299,Debit
2024-04-28,Uber,Transport,1799,Debit
2023-01-07,Amazon,Shopping,585,Debit
2023-08-29,YouTube Premium,Entertainment,189,Debit
2023-10-25,Swiggy,Food,1891,Debit
2024-03-22,Zomato,Food,825,Debit
2024-02-13,Ola,Transport,1453,Debit
2023-07-07,Uber,Transport,2100,Debit
2023-11-08,Uber,Transport,856,Debit
2023-05-01,Zomato,Food,438,Debit
2024-08-28,Swiggy,Food,479,Debit
2023-01-04,Swiggy,Food,495,Debit
2023-05-12,Starbucks,Food,2401,Debit
2024-05-26,Ola,Transport,925,Debit
2023-05-01,Gym Membership,Fitness,1800,Debit
2023-02-02,Swiggy,Food,1127,Debit
2023-09-06,Amazon,Shopping,2420,Debit
2024-04-13,Uber,Transport,1377,Debit
2023-02-26,Amazon,Shopping,1055,Debit
2023-07-29,Ola,Transport,2474,Debit
2024-04-28,Swiggy,Food,1551,Debit
2024-07-15,Uber,Transport,1471,Debit
2023-12-30,Ola,Transport,1609,Debit
2024-08-23,Personal Loan EMI,Loan,8500,Debit
2024-04-07,Ola,Transport,1688,Debit
2023-07-26,Flipkart,Shopping,2354,Debit
2024-01-16,Uber,Transport,629,Debit
2023-03-17,Swiggy,Food,564,Debit
2023-11-25,Blinkit,Groceries,422,Debit
2024-09-10,Swiggy,Food,1703,Debit
2024-01-23,Blinkit,Groceries,709,Debit
2024-08-06,Blinkit,Groceries,1434,Debit
2023-06-26,Flipkart,Shopping,1911,Debit
2024-01-30,Uber,Transport,1910,Debit
2024-03-08,Uber,Transport,2032,Debit
2024-06-04,Ola,Transport,1202,Debit
2024-05-24,Amazon,Shopping,1497,Debit
2024-01-09,Blinkit,Groceries,992,Debit
2023-02-12,Swiggy,Food,1769,Debit
2023-08-25,Amazon,Shopping,1174,Debit
2023-01-26,Swiggy,Food,1246,Debit
2024-12-19,Starbucks,Food,1583,Debit
2023-02-08,Ola,Transport,697,Debit
2024-03-18,Amazon,Shopping,1076,Debit
2024-06-20,Uber,Transport,2293,Debit
2023-11-06,Zomato,Food,742,Debit
2024-02-18,Uber,Transport,491,Debit
2023-11-25,Swiggy,Food,2129,Debit
2024-09-22,Apple Music,Music,149,Debit
2024-01-26,Google Drive,Cloud,260,Debit
2023-07-31,Ola,Transport,2004,Debit
2024-10-12,Swiggy,Food,449,Debit
2023-04-01,YouTube Premium,Entertainment,189,Debit
2024-02-25,Mobile Recharge,Utilities,601,Debit
2024-06-19,Ola,Transport,758,Debit
2024-01-30,Flipkart,Shopping,1946,Debit
2023-05-04,Blinkit,Groceries,832,Debit
2024-06-10,Swiggy,Food,1852,Debit
2024-11-02,Swiggy,Food,1679,Debit
2023-08-31,Amazon,Shopping,1724,Debit
2024-08-22,Flipkart,Shopping,2300,Debit
2023-05-14,Zomato,Food,2163,Debit
2024-02-13,Starbucks,Food,1443,Debit
2024-07-02,Starbucks,Food,1426,Debit
2024-11-30,Flipkart,Shopping,938,Debit
2023-10-09,Ola,Transport,644,Debit
2024-01-29,Flipkart,Shopping,1020,Debit
2024-12-26,Blinkit,Groceries,1019,Debit
2024-12-15,Starbucks,Food,2057,Debit
2023-02-04,Uber,Transport,2258,Debit
2023-02-09,Amazon,Shopping,1058,Debit
2024-05-06,Flipkart,Shopping,2182,Debit
2024-06-06,Amazon,Shopping,1357,Debit
2023-10-28,Credit Card EMI,Loan,4200,Debit
2023-08-18,Starbucks,Food,403,Debit
2023-02-27,Ola,Transport,1648,Debit
2024-10-10,Blinkit,Groceries,629,Debit
2024-11-18,Ola,Transport,2010,Debit
2024-12-08,Swiggy,Food,1145,Debit
2024-04-25,Gym Membership,Fitness,1800,Debit
2024-12-21,Google Drive,Cloud,260,Debit
2024-05-26,Flipkart,Shopping,902,Debit
2023-12-13,Amazon,Shopping,1336,Debit
2024-09-26,Flipkart,Shopping,1311,Debit
2023-07-07,Starbucks,Food,805,Debit
2023-10-13,Zomato,Food,2375,Debit
2023-04-11,Blinkit,Groceries,2324,Debit
2023-06-01,Ola,Transport,1225,Debit
2023-04-30,Ola,Transport,482,Debit
2023-03-15,Zomato,Food,2347,Debit
2024-12-06,Starbucks,Food,1102,Debit
2023-10-03,Ola,Transport,576,Debit
2024-09-23,Blinkit,Groceries,606,Debit
2023-02-20,Zomato,Food,381,Debit
2024-09-25,Zomato,Food,540,Debit
2023-10-02,Swiggy,Food,466,Debit
2023-07-17,Uber,Transport,1834,Debit
2024-02-22,Blinkit,Groceries,1322,Debit
2024-08-24,Swiggy,Food,1309,Debit
2023-05-07,Amazon,Shopping,1779,Debit
2024-06-04,Zomato,Food,528,Debit
2023-10-09,Starbucks,Food,2243,Debit
2023-12-11,Amazon,Shopping,1850,Debit
2023-10-22,Amazon,Shopping,469,Debit
2023-10-02,Zomato,Food,2245,Debit
2024-11-28,Uber,Transport,1436,Debit
2023-04-22,Flipkart,Shopping,2305,Debit
2023-03-05,Ola,Transport,2442,Debit
2023-02-23,Uber,Transport,2001,Debit
2024-06-26,Swiggy,Food,754,Debit
2024-03-17,Ola,Transport,681,Debit
2023-02-16,Amazon,Shopping,1556,Debit
2024-03-22,Zomato,Food,1423,Debit
2023-09-09,Starbucks,Food,730,Debit
2024-03-12,Uber,Transport,2371,Debit
2023-11-17,Flipkart,Shopping,1990,Debit
2023-09-26,Flipkart,Shopping,1575,Debit
2023-09-22,Starbucks,Food,1517,Debit
2023-04-01,Buy Now Pay Later EMI,Loan,3100,Debit
2023-08-29,Hotstar,Entertainment,399,Debit
2023-06-04,Swiggy,Food,843,Debit
2023-04-18,Flipkart,Shopping,1080,Debit
2023-07-22,Ola,Transport,1734,Debit
2023-01-01,Credit Card EMI,Loan,4200,Debit
2024-07-14,Flipkart,Shopping,1281,Debit
2024-02-05,Flipkart,Shopping,805,Debit
2024-03-13,Uber,Transport,1801,Debit
2024-04-21,Blinkit,Groceries,1373,Debit
2023-01-18,Amazon,Shopping,349,Debit
2023-06-28,Amazon,Shopping,1059,Debit
2024-05-25,Salary,Income,32000,Credit
2024-09-06,Swiggy,Food,1595,Debit
2024-02-17,Starbucks,Food,1812,Debit
2024-07-07,Uber,Transport,836,Debit
2024-03-09,Flipkart,Shopping,1733,Debit
2023-12-10,Flipkart,Shopping,1410,Debit
2023-10-10,Ola,Transport,1794,Debit
2024-12-14,Blinkit,Groceries,1347,Debit
2023-03-04,Amazon,Shopping,2264,Debit
2024-07-17,Swiggy,Food,1905,Debit
2024-08-03,Blinkit,Groceries,1782,Debit
2023-04-24,Flipkart,Shopping,2213,Debit
2024-11-21,Amazon,Shopping,1707,Debit
2023-01-01,Google Drive,Cloud,260,Debit
2023-08-06,Starbucks,Food,403,Debit
2024-09-07,Starbucks,Food,788,Debit
2023-07-07,Blinkit,Groceries,1172,Debit
2023-06-19,Ola,Transport,1730,Debit
2023-10-23,Starbucks,Food,2486,Debit
2023-08-29,Buy Now Pay Later EMI,Loan,3100,Debit
2023-01-29,Swiggy,Food,1469,Debit
2023-04-30,Amazon,Shopping,1558,Debit
2023-08-17,Swiggy,Food,1300,Debit
2023-06-28,Swiggy,Food,1803,Debit
2024-08-23,Buy Now Pay Later EMI,Loan,3100,Debit
2024-08-21,Blinkit,Groceries,1232,Debit
2023-06-25,Swiggy,Food,1594,Debit
2023-09-09,Swiggy,Food,1397,Debit
2023-12-26,Flipkart,Shopping,913,Debit
2023-07-20,Flipkart,Shopping,409,Debit
2024-12-25,Zomato,Food,591,Debit
2024-05-20,Amazon,Shopping,1539,Debit
2024-05-09,Flipkart,Shopping,1938,Debit
2023-01-30,Flipkart,Shopping,441,Debit
2023-12-20,Swiggy,Food,2266,Debit
2024-09-22,Amazon Prime,Shopping,299,Debit
2024-12-21,Spotify,Music,199,Debit
2023-07-11,Zomato,Food,2412,Debit
2023-11-09,Amazon,Shopping,376,Debit
2023-10-28,Buy Now Pay Later EMI,Loan,3100,Debit
2023-03-22,Amazon,Shopping,2260,Debit
2023-03-25,Flipkart,Shopping,979,Debit
2024-12-25,Blinkit,Groceries,348,Debit
2024-12-15,Zomato,Food,2422,Debit
2024-09-08,Ola,Transport,970,Debit
2024-11-16,Starbucks,Food,460,Debit
2023-10-18,Ola,Transport,626,Debit
2024-01-16,Flipkart,Shopping,1829,Debit
2023-07-30,Google Drive,Cloud,260,Debit
2024-09-22,Buy Now Pay Later EMI,Loan,3100,Debit
2023-12-12,Ola,Transport,670,Debit
2023-07-18,Zomato,Food,855,Debit
2023-10-28,Google Drive,Cloud,260,Debit
2023-11-12,Zomato,Food,1554,Debit
2024-10-22,Personal Loan EMI,Loan,8500,Debit
2024-01-26,Netflix,Entertainment,549,Debit
2024-06-15,Zomato,Food,1685,Debit
2024-09-28,Blinkit,Groceries,2019,Debit
2023-11-18,Uber,Transport,1551,Debit
2023-07-30,Salary,Income,28000,Credit
2024-03-21,Uber,Transport,1481,Debit
2023-06-24,Starbucks,Food,695,Debit
2024-03-08,Swiggy,Food,751,Debit
2024-05-31,Zomato,Food,1795,Debit
2024-11-18,Ola,Transport,2152,Debit
2023-09-07,Starbucks,Food,1119,Debit
2023-09-10,Starbucks,Food,1358,Debit
2024-03-23,Flipkart,Shopping,827,Debit
2024-01-16,Ola,Transport,1066,Debit
2024-05-21,Starbucks,Food,1441,Debit
2023-07-15,Uber,Transport,1537,Debit
2024-07-09,Uber,Transport,1468,Debit
2024-06-02,Zomato,Food,446,Debit
2024-05-04,Flipkart,Shopping,1646,Debit
2023-11-22,Amazon,Shopping,1153,Debit
2023-08-02,Zomato,Food,930,Debit
2023-05-24,Swiggy,Food,1068,Debit
2024-09-25,Zomato,Food,2398,Debit
2024-03-26,Amazon Prime,Shopping,299,Debit
2024-05-27,Amazon,Shopping,455,Debit
2024-03-24,Swiggy,Food,1737,Debit
2024-01-26,Uber,Transport,908,Debit
2023-04-01,Swiggy,Food,1047,Debit
2023-08-28,Flipkart,Shopping,863,Debit
2024-02-06,Uber,Transport,1120,Debit
2023-04-12,Zomato,Food,1659,Debit
2023-04-24,Ola,Transport,711,Debit
2024-11-07,Uber,Transport,1599,Debit
2023-07-17,Amazon,Shopping,1471,Debit
2023-12-06,Zomato,Food,911,Debit
2024-06-16,Ola,Transport,559,Debit
2023-01-08,Blinkit,Groceries,1096,Debit
2023-11-01,Amazon,Shopping,742,Debit
2024-06-23,Amazon,Shopping,2435,Debit
2023-11-24,Starbucks,Food,1863,Debit
2023-04-12,Amazon,Shopping,2495,Debit
2023-08-27,Blinkit,Groceries,2389,Debit
2024-05-13,Blinkit,Groceries,1424,Debit
2024-04-14,Uber,Transport,832,Debit
2023-05-09,Blinkit,Groceries,812,Debit
2024-11-21,Google Drive,Cloud,260,Debit
2023-11-29,Zomato,Food,773,Debit
2024-11-02,Uber,Transport,877,Debit
2023-03-09,Zomato,Food,2244,Debit
2023-03-27,Swiggy,Food,2361,Debit
2024-02-26,Flipkart,Shopping,978,Debit
2024-08-08,Flipkart,Shopping,1441,Debit
2024-01-25,Ola,Transport,1428,Debit
2023-12-27,Amazon Prime,Shopping,299,Debit
2023-12-27,YouTube Premium,Entertainment,189,Debit
2023-10-28,Blinkit,Groceries,1440,Debit
2023-09-11,Ola,Transport,2229,Debit
2024-10-26,Flipkart,Shopping,1853,Debit
2024-03-19,Amazon,Shopping,1576,Debit
2024-05-25,Netflix,Entertainment,549,Debit
2024-12-01,Uber,Transport,627,Debit
2023-09-12,Amazon,Shopping,1540,Debit
2024-11-21,Swiggy,Food,2456,Debit
2024-06-14,Blinkit,Groceries,1679,Debit
2024-04-26,Ola,Transport,1870,Debit
2023-11-11,Swiggy,Food,2487,Debit
2023-11-27,Google Drive,Cloud,260,Debit
2024-06-29,Ola,Transport,1818,Debit
2024-05-07,Flipkart,Shopping,1480,Debit
2024-02-21,Amazon,Shopping,1201,Debit
2024-03-29,Starbucks,Food,1888,Debit
2023-11-21,Starbucks,Food,1725,Debit
2024-09-14,Ola,Transport,2162,Debit
2024-12-22,Blinkit,Groceries,1306,Debit
2024-12-21,Mobile Recharge,Utilities,730,Debit
2023-12-13,Flipkart,Shopping,723,Debit
2023-05-17,Uber,Transport,2482,Debit
2024-11-06,Ola,Transport,1603,Debit
2023-07-06,Swiggy,Food,2042,Debit
2023-12-27,Zomato,Food,939,Debit
2023-10-06,Uber,Transport,381,Debit
2023-09-02,Zomato,Food,602,Debit
2024-07-24,YouTube Premium,Entertainment,189,Debit
2023-12-09,Ola,Transport,1709,Debit
2024-10-26,Amazon,Shopping,565,Debit
2023-05-22,Starbucks,Food,2476,Debit
2024-07-13,Uber,Transport,2408,Debit
2024-05-22,Zomato,Food,1255,Debit
2023-06-30,Electricity Bill,Utilities,2235,Debit
2023-06-10,Amazon,Shopping,2060,Debit
2024-09-24,Amazon,Shopping,940,Debit
2023-05-14,Blinkit,Groceries,312,Debit
2024-07-21,Ola,Transport,884,Debit
2023-01-31,Amazon Prime,Shopping,299,Debit
2023-09-17,Zomato,Food,558,Debit
2024-04-05,Amazon,Shopping,1937,Debit
2024-12-20,Ola,Transport,342,Debit
2024-01-02,Uber,Transport,2195,Debit
2023-01-01,Internet Bill,Utilities,1002,Debit
2024-04-14,Zomato,Food,1788,Debit
2024-04-21,Blinkit,Groceries,1675,Debit
2023-09-16,Swiggy,Food,391,Debit
2024-02-12,Ola,Transport,2194,Debit
2024-04-20,Swiggy,Food,1332,Debit
2024-10-07,Starbucks,Food,2260,Debit
2023-11-01,Starbucks,Food,1408,Debit
2024-07-07,Amazon,Shopping,311,Debit
2024-09-15,Ola,Transport,1631,Debit
2023-07-18,Starbucks,Food,1420,Debit
2024-11-30,Starbucks,Food,1151,Debit
2024-06-24,Buy Now Pay Later EMI,Loan,3100,Debit
2023-10-16,Swiggy,Food,555,Debit
2024-08-23,Google Drive,Cloud,260,Debit
2023-09-28,Apple Music,Music,149,Debit
2024-02-07,Swiggy,Food,1752,Debit
2023-12-12,Starbucks,Food,516,Debit
2023-05-25,Swiggy,Food,1110,Debit
2023-03-14,Uber,Transport,1385,Debit
2023-12-17,Starbucks,Food,1326,Debit
2023-02-20,Swiggy,Food,642,Debit
2023-09-25,Zomato,Food,2395,Debit
2023-10-25,Zomato,Food,1876,Debit
2024-01-14,Starbucks,Food,1791,Debit
2023-11-26,Flipkart,Shopping,1311,Debit
2023-10-28,Blinkit,Groceries,2256,Debit
2023-07-30,YouTube Premium,Entertainment,189,Debit
2024-05-28,Swiggy,Food,1630,Debit
2023-05-31,Flipkart,Shopping,780,Debit
2024-10-23,Flipkart,Shopping,807,Debit
2024-11-29,Swiggy,Food,412,Debit
2024-10-12,Uber,Transport,1214,Debit
2024-01-05,Uber,Transport,867,Debit
2024-12-07,Flipkart,Shopping,819,Debit
2024-08-12,Zomato,Food,759,Debit
2023-11-27,Personal Loan EMI,Loan,8500,Debit
2023-05-28,Starbucks,Food,944,Debit
2024-01-10,Ola,Transport,597,Debit
2024-04-27,Ola,Transport,1253,Debit
2023-04-09,Swiggy,Food,2150,Debit
2024-10-09,Starbucks,Food,1272,Debit
2024-08-27,Zomato,Food,1204,Debit
2024-11-03,Ola,Transport,1469,Debit
2024-10-09,Swiggy,Food,1462,Debit
2024-07-03,Flipkart,Shopping,549,Debit
2023-02-08,Amazon,Shopping,1627,Debit
2024-09-15,Amazon,Shopping,2421,Debit
2024-05-19,Swiggy,Food,691,Debit
2023-05-06,Starbucks,Food,1492,Debit
2023-03-04,Swiggy,Food,2114,Debit
2023-07-07,Zomato,Food,2057,Debit
2023-05-01,Google Drive,Cloud,260,Debit
2024-07-03,Flipkart,Shopping,1289,Debit
2023-10-06,Amazon,Shopping,1450,Debit
2023-09-27,Amazon,Shopping,506,Debit
2023-09-22,Uber,Transport,594,Debit
2024-07-30,Blinkit,Groceries,1683,Debit
2023-02-21,Flipkart,Shopping,1193,Debit
2023-09-28,Google Drive,Cloud,260,Debit
2024-03-15,Swiggy,Food,1465,Debit
2023-12-27,Internet Bill,Utilities,1235,Debit
2024-09-20,Flipkart,Shopping,2323,Debit
2024-04-25,YouTube Premium,Entertainment,189,Debit
2023-05-27,Amazon,Shopping,2183,Debit
2024-05-14,Swiggy,Food,1736,Debit
2023-05-28,Flipkart,Shopping,2351,Debit
2023-09-17,Amazon,Shopping,1418,Debit
2024-03-26,Salary,Income,32000,Credit
2024-02-23,Swiggy,Food,973,Debit
2023-10-07,Blinkit,Groceries,1266,Debit
2023-08-21,Ola,Transport,1714,Debit
2024-07-26,Zomato,Food,738,Debit
2023-01-05,Starbucks,Food,1819,Debit
2023-03-02,Electricity Bill,Utilities,2565,Debit
2023-02-25,Amazon,Shopping,806,Debit
2024-09-27,Amazon,Shopping,2078,Debit
2023-02-28,Starbucks,Food,662,Debit
2024-08-28,Ola,Transport,2280,Debit
2024-01-04,Amazon,Shopping,1470,Debit
2024-12-26,Zomato,Food,390,Debit
2023-04-01,Amazon Prime,Shopping,299,Debit
2024-01-01,Amazon,Shopping,1467,Debit
2024-06-14,Zomato,Food,1379,Debit
2024-07-23,Swiggy,Food,423,Debit
2024-08-14,Ola,Transport,767,Debit
2024-06-01,Starbucks,Food,929,Debit
2024-10-22,Salary,Income,32000,Credit
2023-11-18,Zomato,Food,682,Debit
2023-10-03,Starbucks,Food,1023,Debit
2023-01-25,Flipkart,Shopping,516,Debit
2023-10-07,Blinkit,Groceries,1120,Debit
2024-11-05,Zomato,Food,1315,Debit
2023-10-28,Internet Bill,Utilities,1100,Debit
2024-07-14,Amazon,Shopping,1902,Debit
2023-12-13,Ola,Transport,692,Debit
2024-05-27,Amazon,Shopping,1552,Debit
2024-12-03,Ola,Transport,545,Debit
2023-06-06,Ola,Transport,575,Debit
2024-02-06,Ola,Transport,431,Debit
2023-12-19,Starbucks,Food,865,Debit
2024-12-01,Flipkart,Shopping,1573,Debit
2024-04-24,Amazon,Shopping,1419,Debit
2024-03-10,Uber,Transport,1955,Debit
2023-04-28,Amazon,Shopping,1821,Debit
2024-07-11,Swiggy,Food,968,Debit
2024-07-03,Ola,Transport,1295,Debit
2024-01-15,Amazon,Shopping,1300,Debit
2024-09-19,Amazon,Shopping,744,Debit
2023-03-02,Google Drive,Cloud,260,Debit
2024-05-25,Buy Now Pay Later EMI,Loan,3100,Debit
2023-01-11,Blinkit,Groceries,1140,Debit
2023-03-14,Amazon,Shopping,2078,Debit
2024-02-09,Zomato,Food,2430,Debit
2023-07-05,Amazon,Shopping,468,Debit
2023-05-10,Blinkit,Groceries,1448,Debit
2023-03-28,Starbucks,Food,2478,Debit
2023-04-28,Flipkart,Shopping,1013,Debit
2023-11-10,Amazon,Shopping,1515,Debit
2024-02-20,Starbucks,Food,1904,Debit
2024-01-31,Ola,Transport,1445,Debit
2024-09-11,Zomato,Food,1893,Debit
2023-02-01,Uber,Transport,2446,Debit
2023-02-17,Amazon,Shopping,617,Debit
2024-02-12,Starbucks,Food,1560,Debit
2023-06-20,Amazon,Shopping,1948,Debit
2024-11-19,Flipkart,Shopping,1600,Debit
2024-01-24,Starbucks,Food,1630,Debit
2023-03-15,Amazon,Shopping,1289,Debit
2024-01-30,Swiggy,Food,2059,Debit
2024-02-03,Blinkit,Groceries,2328,Debit
2024-02-21,Swiggy,Food,1457,Debit
2023-11-07,Uber,Transport,1505,Debit
2023-01-31,Gym Membership,Fitness,1800,Debit
2023-02-09,Ola,Transport,504,Debit
2023-10-23,Flipkart,Shopping,1880,Debit
2024-11-29,Uber,Transport,537,Debit
2024-09-22,Spotify,Music,199,Debit
2023-05-16,Starbucks,Food,2193,Debit
2024-03-10,Flipkart,Shopping,1787,Debit
2023-02-20,Ola,Transport,2034,Debit
2024-10-22,Google Drive,Cloud,260,Debit
2024-07-27,Uber,Transport,525,Debit
2023-08-03,Swiggy,Food,1399,Debit
2023-12-15,Flipkart,Shopping,2299,Debit
2024-08-09,Flipkart,Shopping,597,Debit
2023-07-24,Uber,Transport,440,Debit
2023-12-15,Starbucks,Food,1457,Debit
2023-01-04,Flipkart,Shopping,1186,Debit
2023-11-07,Starbucks,Food,918,Debit
2024-11-03,Amazon,Shopping,1154,Debit
2024-03-13,Blinkit,Groceries,1480,Debit
2023-01-01,Apple Music,Music,149,Debit
2024-02-04,Amazon,Shopping,1991,Debit
2024-04-22,Ola,Transport,1164,Debit
2024-08-02,Ola,Transport,2024,Debit
2024-07-23,Uber,Transport,2250,Debit
2023-01-01,Spotify,Music,199,Debit
2024-07-24,Buy Now Pay Later EMI,Loan,3100,Debit
2023-10-18,Flipkart,Shopping,1617,Debit
2024-07-16,Uber,Transport,1877,Debit
2023-01-23,Zomato,Food,814,Debit
2024-08-30,Starbucks,Food,370,Debit
2023-11-01,Starbucks,Food,938,Debit
2024-11-09,Starbucks,Food,372,Debit
2024-03-17,Flipkart,Shopping,983,Debit
2023-12-08,Uber,Transport,2321,Debit
2024-11-11,Ola,Transport,789,Debit
2024-11-21,Amazon Prime,Shopping,299,Debit
2024-05-25,Google Drive,Cloud,260,Debit
2024-03-23,Uber,Transport,1747,Debit
2023-12-24,Flipkart,Shopping,1254,Debit
2023-08-02,Flipkart,Shopping,1709,Debit
2023-06-30,Buy Now Pay Later EMI,Loan,3100,Debit
2024-05-02,Ola,Transport,1929,Debit
2023-08-29,Gym Membership,Fitness,1800,Debit
2023-09-05,Starbucks,Food,652,Debit
2024-03-12,Flipkart,Shopping,1258,Debit
2024-08-13,Ola,Transport,1962,Debit
2023-07-30,Hotstar,Entertainment,399,Debit
2023-02-24,Amazon,Shopping,1324,Debit
2023-10-26,Amazon,Shopping,1241,Debit
2023-06-14,Amazon,Shopping,1546,Debit
2023-04-30,Swiggy,Food,1186,Debit
2023-03-08,Zomato,Food,1510,Debit
2023-11-16,Blinkit,Groceries,344,Debit
2024-11-23,Swiggy,Food,657,Debit
2024-10-03,Swiggy,Food,2189,Debit
2024-10-23,Uber,Transport,467,Debit
2023-08-30,Starbucks,Food,1963,Debit
2024-04-21,Flipkart,Shopping,596,Debit
2023-12-23,Amazon,Shopping,2471,Debit
2024-10-18,Uber,Transport,1825,Debit
2024-10-24,Ola,Transport,1957,Debit
2024-02-03,Starbucks,Food,1218,Debit
2024-05-11,Blinkit,Groceries,1584,Debit
2023-10-23,Amazon,Shopping,1567,Debit
2023-10-11,Ola,Transport,2088,Debit
2024-04-08,Amazon,Shopping,1137,Debit
2023-04-27,Zomato,Food,623,Debit
2023-11-02,Flipkart,Shopping,661,Debit
2024-03-22,Starbucks,Food,783,Debit
2024-06-08,Uber,Transport,752,Debit
2024-11-28,Blinkit,Groceries,1310,Debit
2024-12-21,Salary,Income,28000,Credit
2023-09-04,Amazon,Shopping,1026,Debit
2023-06-30,Netflix,Entertainment,549,Debit
2024-04-15,Swiggy,Food,2410,Debit
2023-05-29,Blinkit,Groceries,448,Debit
2024-10-14,Starbucks,Food,2293,Debit
2024-10-14,Flipkart,Shopping,2435,Debit
2023-09-26,Uber,Transport,862,Debit
2023-03-09,Swiggy,Food,1019,Debit
2023-07-30,Buy Now Pay Later EMI,Loan,3100,Debit
2024-09-06,Flipkart,Shopping,1510,Debit
2023-04-09,Ola,Transport,1497,Debit
2024-02-25,Starbucks,Food,707,Debit
2023-02-21,Swiggy,Food,797,Debit
2023-03-27,Flipkart,Shopping,1026,Debit
2023-12-11,Starbucks,Food,2094,Debit
2024-01-28,Zomato,Food,2354,Debit
2024-02-17,Blinkit,Groceries,2481,Debit
2023-09-18,Starbucks,Food,1343,Debit
2023-09-28,Credit Card EMI,Loan,4200,Debit
2023-01-02,Uber,Transport,1150,Debit
2023-01-14,Blinkit,Groceries,1647,Debit
2023-11-20,Blinkit,Groceries,1773,Debit
2023-05-02,Blinkit,Groceries,788,Debit
2023-03-13,Amazon,Shopping,883,Debit
2023-05-02,Uber,Transport,1001,Debit
2024-08-25,Starbucks,Food,2231,Debit
2024-09-09,Ola,Transport,2266,Debit
2023-11-27,Amazon Prime,Shopping,299,Debit
2024-02-14,Flipkart,Shopping,712,Debit
2023-04-25,Ola,Transport,1414,Debit
2023-05-17,Ola,Transport,655,Debit
2023-05-31,Zomato,Food,2150,Debit
2024-08-06,Zomato,Food,1804,Debit
2024-05-30,Starbucks,Food,2434,Debit
2023-10-25,Flipkart,Shopping,1003,Debit
2023-05-12,Flipkart,Shopping,1097,Debit
2024-05-28,Blinkit,Groceries,352,Debit
2023-07-02,Starbucks,Food,2208,Debit
2024-07-12,Flipkart,Shopping,1705,Debit
2023-06-22,Amazon,Shopping,1530,Debit
2023-12-21,Flipkart,Shopping,2146,Debit
2024-08-18,Zomato,Food,2288,Debit
2023-08-04,Ola,Transport,1536,Debit
2024-05-21,Amazon,Shopping,1944,Debit
2024-10-22,Apple Music,Music,149,Debit
2024-11-21,Gym Membership,Fitness,1800,Debit
2024-10-17,Amazon,Shopping,895,Debit
